RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,RespiratoryCases,CardiovascularCases,HospitalAdmissions,HealthImpactScore,HealthImpactClass
2969,473.55,101.69,146.77,69.82,32.32,234.70,35.68,51.17,13.79,8,3,2,100.00,0.00
2970,248.13,42.92,198.95,188.88,1.35,15.83,-0.71,51.47,13.69,4,2,2,100.00,0.00
2971,190.26,257.37,163.83,141.85,79.71,224.69,5.92,78.87,6.36,9,2,0,100.00,0.00
2972,81.52,92.66,111.14,84.36,32.79,15.77,34.92,55.21,1.88,12,5,0,65.76,1.00
2973,393.10,197.66,96.95,85.29,35.73,75.82,6.53,51.68,18.99,8,5,0,100.00,0.00
2974,367.22,169.93,167.01,183.74,33.60,252.38,16.57,30.85,2.11,7,9,0,100.00,0.00
2975,192.18,141.53,187.19,115.28,49.87,285.33,-8.35,86.72,19.85,9,6,5,100.00,0.00
2976,12.60,148.75,197.84,141.28,70.25,124.36,39.25,18.19,2.52,13,7,2,86.21,0.00
2977,419.50,219.67,79.31,83.41,77.19,290.98,31.25,98.41,3.42,8,4,2,100.00,0.00
2978,5.71,26.33,198.18,44.74,39.26,188.06,21.72,52.85,6.17,11,4,1,67.83,1.00
2979,351.85,200.45,31.19,144.71,66.31,124.75,-6.96,26.74,10.25,9,6,2,100.00,0.00
2980,485.13,268.74,50.71,121.56,72.07,240.84,-6.26,41.89,15.81,10,5,0,100.00,0.00
2981,218.83,17.34,17.80,100.27,29.69,88.60,17.25,11.38,19.42,12,3,3,89.48,0.00
2982,117.49,42.20,54.35,124.80,9.66,79.74,4.25,24.99,7.18,4,10,3,70.70,1.00
2983,352.44,214.99,153.59,41.66,89.47,196.96,21.14,40.18,0.41,12,7,0,100.00,0.00
2984,408.56,131.18,170.58,158.79,67.71,117.15,19.91,59.90,12.33,11,3,0,100.00,0.00
2985,273.22,121.06,155.78,189.63,64.81,40.78,31.93,21.65,14.22,7,7,1,100.00,0.00
2986,483.52,41.09,126.21,178.22,5.89,20.09,4.07,70.84,7.95,13,4,1,100.00,0.00
2987,25.83,152.03,102.79,64.29,81.79,236.35,18.89,85.98,3.67,13,7,3,76.54,1.00
2988,252.40,37.96,141.74,81.20,56.61,202.77,28.87,61.51,6.12,14,6,1,100.00,0.00
2989,359.23,142.99,78.17,161.68,84.79,123.54,14.54,36.72,13.12,12,13,4,100.00,0.00
2990,431.32,229.08,168.26,119.02,97.46,268.87,31.53,20.93,9.88,5,4,1,100.00,0.00
2991,89.63,77.48,135.44,109.58,95.71,123.26,-3.44,11.40,14.87,5,10,2,89.22,0.00
2992,400.00,144.24,139.56,185.33,85.61,213.09,26.69,75.86,4.36,14,7,0,100.00,0.00
2993,276.35,297.60,107.19,107.20,1.09,272.73,37.15,66.56,16.84,11,2,2,100.00,0.00
2994,198.28,206.00,177.05,102.99,88.57,252.21,6.59,52.87,3.12,9,6,2,100.00,0.00
2995,65.86,252.41,50.40,8.40,7.51,153.33,8.32,19.18,6.60,9,5,4,70.88,1.00
2996,432.65,124.45,76.23,13.88,85.12,204.19,-5.82,28.63,11.82,7,4,3,100.00,0.00
2997,78.64,230.36,155.53,1.48,28.02,124.10,22.07,83.37,14.74,10,3,1,89.85,0.00
2998,154.89,12.15,98.55,182.65,61.01,194.16,17.62,53.19,5.32,8,7,1,100.00,0.00
2999,145.02,36.87,177.84,81.68,3.81,77.27,-7.98,96.65,18.96,7,5,0,98.30,0.00
3000,435.71,60.92,69.28,93.71,77.12,130.42,27.61,100.00,14.12,5,4,3,100.00,0.00
3001,336.35,120.59,73.87,169.08,11.17,62.86,31.46,82.06,4.35,8,6,1,100.00,0.00
3002,398.34,253.72,177.75,121.85,41.07,11.46,35.36,33.24,14.52,8,1,1,100.00,0.00
3003,125.23,103.88,92.87,121.90,81.74,176.56,17.29,30.80,13.93,14,2,1,98.91,0.00
3004,312.44,196.39,103.22,59.31,69.53,259.33,12.63,32.83,15.05,13,3,1,100.00,0.00
3005,285.87,212.79,66.55,166.78,0.60,7.67,33.81,98.81,18.32,15,7,0,100.00,0.00
3006,416.42,175.85,55.33,33.17,40.30,58.81,9.93,40.18,14.23,6,8,0,100.00,0.00
3007,453.04,107.17,131.19,10.63,4.19,138.06,22.77,73.58,7.04,14,6,4,100.00,0.00
3008,6.08,173.12,23.97,38.32,67.35,199.77,20.77,96.31,15.81,6,8,1,49.28,2.00
3009,337.01,102.68,175.85,53.55,96.89,51.37,8.61,83.76,13.92,14,5,2,100.00,0.00
3010,25.92,25.16,155.84,56.46,65.53,17.01,-5.66,63.78,11.49,2,2,2,51.79,2.00
3011,274.43,297.84,38.15,134.10,22.44,155.71,-8.93,25.21,7.08,7,10,2,100.00,0.00
3012,143.82,38.15,138.80,43.56,35.52,245.61,11.41,25.74,18.42,9,4,1,100.00,0.00
3013,153.39,21.70,120.53,135.33,97.67,10.57,14.06,54.32,10.26,12,5,1,90.55,0.00
3014,176.48,263.56,36.91,18.23,22.41,104.81,31.13,95.68,12.56,8,3,1,97.92,0.00
3015,310.65,90.55,54.64,29.44,56.15,199.05,10.72,91.40,8.31,10,8,4,100.00,0.00
3016,167.02,195.09,81.80,101.76,40.05,39.22,4.06,24.96,15.62,11,4,2,100.00,0.00
3017,366.35,98.70,139.85,184.38,76.83,70.78,13.10,35.89,6.82,5,6,5,100.00,0.00
3018,202.26,117.44,127.74,171.91,86.74,160.65,1.90,62.99,16.21,11,4,3,100.00,0.00
3019,34.18,78.63,106.45,193.75,34.08,285.97,-5.43,52.97,2.16,8,4,3,89.25,0.00
3020,391.88,102.91,153.68,130.10,66.04,86.20,-4.35,20.74,14.18,14,4,1,100.00,0.00
3021,142.88,123.21,151.59,135.16,54.90,146.26,5.96,43.24,9.54,7,6,2,100.00,0.00
3022,216.38,216.12,123.57,125.00,27.84,119.98,-9.37,95.92,13.98,9,4,2,100.00,0.00
3023,342.72,153.46,157.40,124.56,27.19,269.22,1.01,95.63,10.63,9,3,3,100.00,0.00
3024,166.23,283.07,66.85,29.42,53.86,21.57,29.38,60.35,2.69,6,5,3,97.74,0.00
3025,28.29,12.56,176.25,108.75,15.40,169.84,1.73,67.17,9.54,14,3,1,73.06,1.00
3026,186.96,150.92,122.98,77.21,81.08,253.84,-4.46,29.97,19.29,5,5,0,100.00,0.00
3027,472.22,175.27,164.47,88.51,6.90,296.44,37.45,76.78,15.10,9,3,2,100.00,0.00
3028,320.87,276.06,109.26,104.72,9.46,209.62,21.12,14.72,6.00,15,5,3,100.00,0.00
3029,335.74,14.75,43.69,25.68,34.22,113.98,-7.00,29.86,18.88,7,7,0,100.00,0.00
3030,316.14,172.05,108.48,71.90,11.81,123.55,-6.89,10.53,15.58,10,5,0,100.00,0.00
3031,99.50,256.09,74.22,12.69,47.57,105.50,20.61,44.71,7.29,12,2,2,83.11,0.00
3032,209.17,72.58,139.50,195.93,39.97,181.08,17.01,86.52,12.07,8,7,2,100.00,0.00
3033,375.47,262.89,95.16,23.71,72.18,221.82,-6.58,98.43,8.53,8,6,0,100.00,0.00
3034,50.69,5.71,167.22,51.70,95.30,245.84,1.22,70.10,1.93,11,2,0,83.58,0.00
3035,138.93,219.74,135.61,178.26,75.36,124.98,36.45,77.04,16.12,10,8,2,100.00,0.00
3036,138.16,279.93,136.91,96.54,17.94,215.01,18.60,33.65,3.82,8,9,4,100.00,0.00
3037,216.01,197.16,43.43,27.13,93.55,274.87,12.02,56.83,9.16,9,10,3,100.00,0.00
3038,490.18,131.71,196.85,76.85,39.21,276.25,2.51,76.29,14.05,6,7,2,100.00,0.00
3039,33.75,13.46,168.34,23.17,47.42,211.21,-3.32,54.75,18.64,2,4,2,70.18,1.00
3040,259.35,276.03,157.80,40.04,42.16,191.07,10.13,17.97,1.25,6,6,2,100.00,0.00
3041,89.68,141.09,66.04,10.41,28.05,159.46,36.12,76.68,7.86,11,6,1,70.41,1.00
3042,485.34,8.70,107.13,87.65,89.50,54.96,-7.56,29.76,12.29,10,5,2,100.00,0.00
3043,56.65,206.95,27.42,161.33,33.22,37.09,39.55,18.79,15.59,7,4,3,61.92,1.00
3044,201.80,144.55,107.70,117.19,57.86,145.71,0.39,53.03,18.42,12,7,1,100.00,0.00
3045,368.94,37.30,29.18,121.27,24.00,47.83,10.44,16.71,0.01,6,6,0,100.00,0.00
3046,352.28,64.28,110.61,40.12,79.74,173.10,-7.75,66.65,12.56,12,3,4,100.00,0.00
3047,211.36,19.35,129.74,68.78,77.42,193.71,19.24,67.64,0.14,8,4,1,100.00,0.00
3048,173.26,172.29,78.04,169.05,29.63,157.68,14.18,33.10,15.75,12,5,0,100.00,0.00
3049,198.81,186.61,99.71,17.57,68.16,10.93,23.34,96.81,2.99,8,2,1,100.00,0.00
3050,132.14,151.72,175.13,171.59,70.39,17.32,17.13,84.20,17.89,10,4,3,100.00,0.00
3051,102.67,245.13,21.71,96.74,56.25,34.00,9.91,19.86,3.10,14,4,1,74.89,1.00
3052,241.52,258.30,158.35,167.43,60.06,46.09,26.89,77.37,15.29,4,4,1,100.00,0.00
3053,134.27,184.69,34.15,63.60,57.45,296.96,-8.75,41.78,5.79,5,3,2,100.00,0.00
3054,143.73,3.83,7.34,67.77,8.19,103.35,17.05,77.53,11.15,10,2,2,61.08,1.00
3055,328.38,208.57,37.11,150.32,67.03,87.59,-4.31,82.07,12.17,10,6,1,100.00,0.00
3056,484.27,125.40,153.01,157.00,46.98,15.68,11.80,23.62,4.14,8,8,2,100.00,0.00
3057,301.82,169.67,81.03,45.93,43.85,190.60,29.56,69.57,5.97,9,6,4,100.00,0.00
3058,38.49,194.72,174.50,194.57,86.00,195.66,-2.88,87.65,2.15,14,8,3,100.00,0.00
3059,37.79,105.07,104.94,16.90,2.32,52.63,36.79,39.10,0.11,10,2,1,48.06,2.00
3060,475.71,275.13,4.45,13.70,25.13,275.77,34.43,17.23,4.79,13,7,2,100.00,0.00
3061,148.65,40.19,143.34,119.10,12.14,240.15,10.75,12.45,10.32,11,6,1,100.00,0.00
3062,46.03,201.45,22.05,144.55,3.53,69.10,-9.70,19.90,14.27,11,6,1,59.68,2.00
3063,299.52,1.31,157.88,192.18,27.57,145.75,29.49,10.38,15.87,12,8,3,100.00,0.00
3064,311.82,277.40,33.62,80.99,98.85,137.52,34.04,39.43,1.40,6,4,4,100.00,0.00
3065,324.25,33.75,69.09,5.06,27.02,104.56,-1.26,36.94,5.45,6,4,3,100.00,0.00
3066,133.70,28.47,152.25,120.58,66.37,245.29,35.81,19.93,15.40,13,4,1,100.00,0.00
3067,7.56,99.90,190.85,57.94,11.83,32.78,35.70,68.60,9.62,6,10,3,57.82,2.00
3068,482.51,112.07,74.29,86.59,60.18,124.59,13.56,99.27,3.64,6,3,0,100.00,0.00
3069,125.45,64.29,165.88,97.69,98.45,128.41,29.90,91.08,7.84,14,2,2,100.00,0.00
3070,338.01,175.54,38.16,12.90,29.18,140.62,12.25,32.76,5.40,10,8,3,100.00,0.00
3071,353.31,132.87,161.44,97.20,84.81,258.40,18.20,79.30,1.01,12,10,2,100.00,0.00
3072,305.00,10.25,131.50,85.26,99.76,65.45,5.99,94.32,15.27,13,4,3,100.00,0.00
3073,156.45,95.90,38.55,142.51,58.86,30.88,-2.03,91.57,5.83,12,4,1,84.33,0.00
3074,135.55,243.13,60.50,129.13,30.94,185.34,27.33,89.61,18.90,11,7,0,100.00,0.00
3075,298.83,206.91,26.35,37.04,67.35,52.15,-9.93,80.78,17.76,14,4,3,100.00,0.00
3076,433.05,217.46,76.59,41.23,84.48,22.48,18.98,36.37,14.33,10,7,2,100.00,0.00
3077,473.37,209.44,40.73,50.20,17.14,127.99,33.23,17.52,6.53,12,3,3,100.00,0.00
3078,52.95,93.29,128.80,35.79,45.25,65.89,1.06,53.90,5.60,9,3,2,63.07,1.00
3079,77.41,29.90,198.90,131.44,31.92,108.36,6.64,14.93,9.51,9,3,2,90.76,0.00
3080,472.37,81.74,2.40,198.89,28.34,77.91,19.37,99.86,7.09,9,5,3,100.00,0.00
3081,368.27,249.54,108.18,130.42,86.08,27.79,2.34,42.25,18.02,6,5,2,100.00,0.00
3082,441.50,294.14,114.73,121.34,42.17,168.10,32.37,96.25,2.47,11,6,3,100.00,0.00
3083,101.32,148.15,182.84,81.99,33.91,8.11,8.33,79.58,14.49,7,6,0,91.34,0.00
3084,293.79,2.91,101.20,62.52,60.35,289.91,19.08,47.02,12.22,10,2,2,100.00,0.00
3085,350.57,42.01,108.74,182.21,21.94,102.40,1.31,20.65,16.13,13,7,4,100.00,0.00
3086,340.06,96.62,94.33,193.80,22.99,208.55,-7.93,31.35,10.85,8,4,2,100.00,0.00
3087,204.08,173.58,53.78,99.36,52.03,243.11,-1.31,70.57,12.59,4,2,3,100.00,0.00
3088,7.70,22.53,11.21,58.04,40.93,83.73,-7.69,84.69,19.25,9,7,2,22.45,3.00
3089,291.46,283.01,81.73,154.02,29.50,224.62,13.43,98.15,1.84,8,8,2,100.00,0.00
3090,126.55,109.53,10.52,26.49,5.40,249.73,19.33,21.89,2.10,16,6,4,77.84,1.00
3091,225.13,273.78,110.10,153.12,52.08,72.40,-7.77,24.04,7.87,11,11,1,100.00,0.00
3092,478.79,234.16,61.46,163.79,81.66,297.75,-5.48,13.82,9.45,4,7,1,100.00,0.00
3093,199.52,226.63,106.72,24.98,85.14,6.21,14.28,33.43,4.00,4,5,2,100.00,0.00
3094,419.90,182.02,26.86,195.37,23.54,65.10,29.96,83.90,1.65,6,10,1,100.00,0.00
3095,94.27,188.04,186.53,197.10,59.96,234.01,21.40,27.84,0.44,6,3,4,100.00,0.00
3096,336.23,191.40,178.90,187.34,85.59,58.24,-4.76,59.31,15.29,11,6,0,100.00,0.00
3097,488.50,188.62,38.00,99.21,40.87,209.48,34.38,50.18,9.70,4,4,1,100.00,0.00
3098,50.95,166.12,68.69,49.21,93.21,256.66,35.87,39.32,16.87,13,4,4,78.24,1.00
3099,4.16,295.92,122.70,116.40,90.30,287.76,6.25,65.65,7.22,11,6,2,99.64,0.00
3100,216.79,219.69,19.14,83.99,20.81,142.27,20.80,55.21,14.07,9,2,6,100.00,0.00
3101,46.31,233.08,70.91,41.19,25.90,291.33,14.62,40.13,9.77,11,7,1,84.71,0.00
3102,374.19,261.74,50.22,84.74,18.04,123.49,37.10,72.00,12.24,10,9,1,100.00,0.00
3103,457.27,64.69,183.10,132.78,19.61,65.44,15.44,35.20,7.40,8,6,3,100.00,0.00
3104,217.01,25.14,170.50,14.18,90.79,154.18,38.00,67.89,1.62,9,7,1,100.00,0.00
3105,129.36,144.87,115.97,66.68,93.11,194.95,-0.03,96.15,18.95,9,5,1,100.00,0.00
3106,217.20,154.22,104.07,3.56,5.19,137.39,7.28,75.61,16.72,8,3,5,100.00,0.00
3107,361.72,248.75,186.15,149.90,59.36,170.09,29.07,47.66,6.24,11,5,1,100.00,0.00
3108,4.53,133.14,186.49,128.14,56.42,124.92,29.18,77.28,19.17,7,4,3,77.68,1.00
3109,294.73,171.26,193.87,12.53,39.05,157.43,26.61,82.83,6.01,10,6,0,100.00,0.00
3110,306.65,158.12,25.08,192.95,63.17,285.78,32.98,39.33,8.86,14,3,3,100.00,0.00
3111,318.84,11.46,32.11,4.52,94.74,149.95,25.13,73.46,15.10,11,5,3,100.00,0.00
3112,121.01,184.56,135.35,117.99,17.03,75.95,21.80,49.10,6.18,11,5,3,100.00,0.00
3113,357.03,248.41,108.29,155.27,12.04,227.62,12.95,83.67,6.49,10,5,3,100.00,0.00
3114,45.70,47.25,3.69,157.58,3.34,101.28,13.35,36.58,8.20,11,2,1,44.15,2.00
3115,99.64,178.30,12.40,6.86,36.38,244.86,10.31,94.40,9.37,11,1,2,76.21,1.00
3116,438.74,178.08,177.62,181.28,33.76,17.05,21.01,61.73,2.47,4,6,2,100.00,0.00
3117,369.36,49.26,173.77,183.69,43.08,99.65,10.33,41.80,0.35,8,5,2,100.00,0.00
3118,6.87,37.04,71.45,112.28,50.33,28.31,-2.63,47.74,18.38,9,7,2,35.84,3.00
3119,124.19,294.02,178.21,96.42,75.78,25.60,-4.67,41.30,7.06,7,2,1,100.00,0.00
3120,107.20,118.12,118.74,8.97,39.21,197.52,36.22,23.16,2.03,8,3,4,88.42,0.00
3121,135.40,68.23,161.18,112.39,33.06,115.60,-8.76,16.16,15.18,8,3,3,100.00,0.00
3122,123.78,51.40,85.49,81.88,82.69,261.44,-4.73,38.96,5.90,8,9,3,97.78,0.00
3123,31.26,200.28,22.68,154.56,84.98,154.92,12.27,51.28,3.63,14,7,1,68.35,1.00
3124,229.47,182.83,86.75,80.78,23.28,88.60,3.15,42.56,19.25,12,6,1,100.00,0.00
3125,366.37,193.07,91.46,136.72,31.47,216.27,10.29,11.25,18.41,12,5,1,100.00,0.00
3126,303.37,26.40,110.19,20.28,82.51,187.21,-4.13,62.11,2.11,7,1,1,100.00,0.00
3127,336.44,268.06,21.12,26.59,7.94,239.88,-3.45,23.03,17.99,10,3,2,100.00,0.00
3128,40.57,116.78,198.28,27.94,32.58,193.08,30.03,28.99,17.82,12,5,1,84.85,0.00
3129,475.75,94.01,48.83,9.11,44.84,50.10,27.96,20.87,12.69,5,10,1,100.00,0.00
3130,419.25,138.71,39.71,108.27,18.71,201.09,-4.79,56.84,10.59,10,3,3,100.00,0.00
3131,402.55,117.02,105.36,158.79,17.99,117.46,23.39,18.56,4.35,9,5,3,100.00,0.00
3132,411.49,259.07,107.44,122.08,42.49,138.94,20.47,33.07,2.43,12,4,1,100.00,0.00
3133,466.36,278.78,87.96,114.99,75.45,276.47,25.67,50.65,12.13,9,11,2,100.00,0.00
3134,272.13,91.04,154.38,136.12,84.02,107.99,13.72,25.09,16.44,13,3,2,100.00,0.00
3135,100.14,259.18,103.33,67.93,97.92,183.59,3.50,50.16,13.77,9,2,3,100.00,0.00
3136,308.39,234.46,121.94,72.39,7.40,109.04,23.18,40.85,3.62,13,5,2,100.00,0.00
3137,371.44,279.24,144.75,62.85,21.67,28.42,8.57,87.45,5.80,11,3,0,100.00,0.00
3138,368.96,73.73,5.01,142.42,75.66,136.06,0.95,81.54,10.93,10,6,3,100.00,0.00
3139,260.72,173.09,114.13,32.33,54.06,179.12,10.43,99.36,12.50,11,5,1,100.00,0.00
3140,34.23,82.36,176.84,2.61,32.77,122.25,28.16,57.60,1.45,6,2,1,66.52,1.00
3141,185.56,247.23,3.48,119.24,20.56,117.20,13.79,61.79,12.28,15,8,2,100.00,0.00
3142,460.38,1.60,81.04,188.48,28.05,246.11,4.99,95.20,14.73,10,5,3,100.00,0.00
3143,292.22,169.45,185.25,121.88,42.93,8.91,31.59,45.96,3.63,6,4,3,100.00,0.00
3144,269.17,101.76,70.63,156.58,17.72,88.68,34.08,60.01,4.92,15,3,0,100.00,0.00
3145,134.43,96.81,91.75,134.56,96.42,243.53,11.66,44.12,5.18,11,1,2,100.00,0.00
3146,184.22,193.47,196.31,99.49,10.76,276.16,8.73,59.13,18.80,12,2,3,100.00,0.00
3147,447.67,255.45,39.86,143.68,98.56,123.69,20.63,17.27,8.14,7,3,3,100.00,0.00
3148,333.23,182.76,13.05,164.82,84.19,266.64,-7.10,80.54,10.61,9,8,2,100.00,0.00
3149,393.69,255.95,171.88,44.95,42.32,59.68,24.57,98.68,14.49,15,7,2,100.00,0.00
3150,227.17,79.38,173.69,67.23,73.98,66.43,29.11,15.92,7.43,14,4,1,100.00,0.00
3151,315.12,155.85,94.42,44.75,67.15,253.86,9.87,82.09,2.11,11,7,0,100.00,0.00
3152,124.19,135.16,102.84,90.43,21.33,270.98,-1.27,31.76,13.09,5,7,2,100.00,0.00
3153,352.73,3.49,167.16,177.01,33.91,66.84,-8.56,27.78,13.35,8,3,3,100.00,0.00
3154,213.80,167.04,147.71,69.04,51.31,17.80,21.86,72.40,5.21,7,6,2,100.00,0.00
3155,221.27,198.46,53.03,74.89,63.78,27.10,3.45,13.97,0.70,9,3,2,100.00,0.00
3156,324.66,177.57,3.38,172.07,54.29,78.41,13.19,51.69,13.31,11,5,2,100.00,0.00
3157,468.14,220.88,95.94,103.07,47.30,228.43,9.32,10.13,14.07,15,3,0,100.00,0.00
3158,32.00,171.40,171.78,107.09,44.32,153.00,-1.26,59.90,0.52,7,2,1,89.36,0.00
3159,412.37,20.03,179.17,172.16,49.83,136.68,15.42,51.59,13.86,13,9,0,100.00,0.00
3160,146.19,34.93,191.25,98.11,43.44,175.24,12.98,92.39,18.78,12,4,3,100.00,0.00
3161,221.96,178.94,175.91,136.31,54.13,267.07,21.21,74.82,3.58,13,5,1,100.00,0.00
3162,10.96,82.49,116.01,17.13,88.80,27.13,2.59,21.34,10.43,7,7,2,42.95,2.00
3163,150.52,23.89,88.92,35.73,63.28,208.42,0.73,41.91,13.94,11,10,0,92.18,0.00
3164,251.32,128.88,154.97,80.88,72.26,278.04,30.72,93.84,4.60,12,1,0,100.00,0.00
3165,28.09,166.30,147.96,98.97,59.75,64.01,25.11,75.28,15.03,7,7,1,71.93,1.00
3166,245.55,98.62,107.63,193.15,64.30,251.33,28.61,63.48,17.36,11,5,1,100.00,0.00
3167,463.56,216.13,17.47,194.13,57.83,209.41,-3.84,60.32,16.29,9,5,1,100.00,0.00
3168,52.70,193.13,185.22,170.24,2.69,4.34,1.20,45.83,5.18,6,10,2,89.44,0.00
3169,382.22,99.85,91.12,63.12,99.96,69.48,18.78,62.67,16.08,11,4,2,100.00,0.00
3170,204.84,226.46,72.67,192.81,3.36,181.75,32.86,79.45,8.27,12,11,2,100.00,0.00
3171,327.59,194.61,125.91,137.87,39.51,150.72,34.61,21.48,5.33,10,3,0,100.00,0.00
3172,130.12,191.23,134.77,78.59,10.51,158.38,31.60,97.28,3.36,8,6,2,100.00,0.00
3173,79.75,166.03,42.14,140.33,9.69,69.58,-7.83,31.54,18.18,13,1,2,69.91,1.00
3174,80.23,3.42,167.39,3.30,79.35,202.50,31.04,50.30,8.54,11,7,2,80.46,0.00
3175,35.25,208.95,57.99,29.23,42.59,79.93,34.95,12.04,17.31,13,4,2,53.50,2.00
3176,92.82,112.81,37.34,165.94,80.11,116.83,-7.16,59.53,3.19,9,6,3,79.08,1.00
3177,332.11,282.78,81.28,129.11,27.28,110.67,10.81,44.37,15.34,13,7,2,100.00,0.00
3178,440.85,245.40,146.11,72.84,25.65,201.61,16.83,32.48,2.20,11,6,4,100.00,0.00
3179,407.06,176.31,193.09,100.13,25.12,27.08,1.64,98.70,0.35,15,2,3,100.00,0.00
3180,342.57,75.65,161.86,181.03,61.61,61.66,15.83,48.53,19.90,14,2,1,100.00,0.00
3181,55.22,61.12,188.07,126.32,81.50,60.15,34.30,47.29,1.47,11,2,1,81.22,0.00
3182,144.59,102.12,28.12,79.63,45.23,32.53,33.35,51.68,9.23,6,3,3,70.56,1.00
3183,154.90,142.97,14.24,24.07,37.92,62.28,36.99,20.45,17.57,7,3,2,71.42,1.00
3184,124.98,88.82,111.54,58.75,97.36,182.12,14.21,45.38,16.39,14,4,2,96.11,0.00
3185,257.50,154.48,58.06,195.67,11.68,219.65,10.53,40.28,9.42,8,2,2,100.00,0.00
3186,267.78,49.61,165.61,87.47,48.66,198.09,23.29,51.86,12.22,8,3,1,100.00,0.00
3187,178.44,293.31,134.40,94.37,40.85,142.56,10.84,87.10,12.59,8,4,2,100.00,0.00
3188,176.89,32.38,194.15,99.72,9.81,15.73,-7.90,27.35,2.20,16,5,3,100.00,0.00
3189,414.28,279.58,50.96,176.82,26.82,287.70,26.00,64.70,5.70,9,4,1,100.00,0.00
3190,394.65,274.07,97.16,120.79,2.84,50.42,4.05,13.39,6.02,14,0,3,100.00,0.00
3191,153.90,157.61,100.25,138.74,87.70,200.53,-7.55,38.51,7.56,12,0,2,100.00,0.00
3192,456.89,217.47,47.84,77.88,60.78,273.87,-8.97,52.54,5.48,8,9,1,100.00,0.00
3193,476.41,130.81,118.02,5.82,81.50,209.33,36.57,16.69,5.03,9,6,2,100.00,0.00
3194,163.37,189.01,88.66,186.19,52.16,65.41,2.60,58.96,7.10,17,8,2,100.00,0.00
3195,177.21,102.17,89.34,189.83,59.95,94.74,12.39,37.93,7.58,7,3,4,100.00,0.00
3196,252.82,90.35,72.55,189.83,70.09,9.06,37.53,99.35,9.74,12,5,2,100.00,0.00
3197,470.56,173.47,3.39,188.74,90.80,183.83,13.38,66.79,3.47,9,6,2,100.00,0.00
3198,438.16,149.44,104.42,163.05,9.18,183.90,-6.07,31.98,15.77,11,7,3,100.00,0.00
3199,51.28,173.86,67.05,136.92,33.09,217.65,17.60,19.24,17.21,10,2,2,81.55,0.00
3200,196.37,86.00,0.26,168.90,70.90,3.30,-5.59,13.66,4.96,9,2,2,88.36,0.00
3201,276.69,110.09,61.59,120.11,95.84,245.35,-5.25,18.17,2.47,6,8,1,100.00,0.00
3202,251.57,25.17,55.73,26.87,98.08,221.61,32.57,71.21,14.45,10,4,1,100.00,0.00
3203,96.93,15.68,78.69,78.24,63.81,42.27,4.47,86.95,18.48,9,3,3,60.48,1.00
3204,429.41,76.04,26.37,194.26,19.36,104.29,23.93,24.11,0.70,13,4,4,100.00,0.00
3205,338.47,22.27,101.54,70.23,11.92,191.56,15.45,46.19,0.29,7,1,2,100.00,0.00
3206,418.95,31.13,138.49,173.57,94.60,148.74,1.12,41.88,3.67,8,4,2,100.00,0.00
3207,429.38,243.88,126.04,18.64,43.39,34.53,15.89,68.01,13.70,16,6,2,100.00,0.00
3208,374.18,11.66,160.75,66.84,19.48,26.20,-6.55,26.44,19.30,5,8,0,100.00,0.00
3209,219.61,197.68,90.40,70.19,93.39,234.44,7.36,95.80,15.01,8,3,4,100.00,0.00
3210,305.27,81.77,103.82,10.32,10.45,46.79,16.14,75.57,11.46,12,5,1,100.00,0.00
3211,80.18,261.46,162.08,23.82,72.96,51.63,1.42,95.96,14.01,13,9,1,93.04,0.00
3212,336.82,145.50,85.54,38.63,62.53,249.28,23.01,34.96,4.61,9,2,7,100.00,0.00
3213,89.63,91.67,140.32,167.56,8.77,183.64,-7.41,62.89,13.77,9,4,0,99.36,0.00
3214,346.97,155.29,86.92,12.68,33.87,181.41,14.24,75.90,6.43,11,7,1,100.00,0.00
3215,114.80,114.59,83.55,59.74,14.99,143.80,25.75,73.99,4.45,8,6,2,82.20,0.00
3216,58.78,169.29,152.04,2.04,60.45,170.70,11.50,11.92,4.73,5,5,0,84.45,0.00
3217,82.64,34.36,34.97,139.13,47.71,180.53,33.73,99.85,13.36,10,6,0,67.22,1.00
3218,1.00,299.10,67.72,124.06,0.43,290.35,21.61,93.53,15.34,6,5,3,83.37,0.00
3219,359.37,127.67,44.83,129.00,97.57,66.89,37.92,20.78,11.64,8,7,1,100.00,0.00
3220,366.20,104.47,71.82,74.88,34.96,64.37,4.21,58.92,1.28,6,4,3,100.00,0.00
3221,257.47,213.06,46.07,41.65,25.82,17.17,36.94,38.31,0.76,3,7,4,100.00,0.00
3222,80.68,109.17,115.88,144.06,22.24,197.46,20.34,89.10,4.34,15,3,4,92.33,0.00
3223,41.78,249.98,159.63,162.22,15.88,164.71,27.26,72.78,5.73,9,5,4,100.00,0.00
3224,9.56,136.28,157.32,27.72,99.91,33.37,35.11,30.12,8.10,8,1,3,56.91,2.00
3225,82.87,215.87,72.90,97.37,29.51,109.36,17.56,13.05,1.52,11,3,1,82.22,0.00
3226,445.43,32.24,197.75,49.74,40.55,53.60,33.11,36.26,14.50,17,7,0,100.00,0.00
3227,120.77,253.84,118.77,33.62,87.14,99.44,17.08,13.43,14.23,5,5,3,100.00,0.00
3228,177.14,220.72,79.88,146.87,64.19,285.38,19.96,22.72,6.93,9,5,3,100.00,0.00
3229,52.67,63.52,167.11,107.62,36.87,205.00,12.25,67.25,11.26,12,7,1,87.50,0.00
